纬度,经度,地点,项目,形式
36.655,136.849,富山県小矢部市,旗（はた）：タ行子音有声化,［hata］
36.606,136.970,富山県庄川町,旗（はた）：タ行子音有声化,［hata］
36.582,137.393,富山県立山町,旗（はた）：タ行子音有声化,［hata］
36.575,137.133,富山県八尾町,旗（はた）：タ行子音有声化,［hata］
36.443,136.974,富山県平村,旗（はた）：タ行子音有声化,［hata］
36.435,137.011,富山県利賀村,旗（はた）：タ行子音有声化,［hata］
37.444,137.283,石川県珠洲市,旗（はた）：タ行子音有声化,［hata］
37.375,136.803,石川県輪島市,旗（はた）：タ行子音有声化,［hata］
37.062,136.890,石川県田鶴浜町,旗（はた）：タ行子音有声化,［hata］
36.898,136.779,石川県羽咋市,旗（はた）：タ行子音有声化,［hata］
36.593,136.593,石川県金沢市,旗（はた）：タ行子音有声化,［hata］
36.465,136.589,石川県川北町,旗（はた）：タ行子音有声化,［hata］
36.426,136.452,石川県小松市,旗（はた）：タ行子音有声化,［hata］
36.310,136.310,石川県加賀市,旗（はた）：タ行子音有声化,［hata］
36.175,136.625,石川県白峰村,旗（はた）：タ行子音有声化,［hata］
36.161,136.263,福井県丸岡町,旗（はた）：タ行子音有声化,［hata］
36.061,136.499,福井県勝山市,旗（はた）：タ行子音有声化,［hata］
36.021,136.275,福井県福井市,旗（はた）：タ行子音有声化,［hata］
36.005,136.463,福井県大野市,旗（はた）：タ行子音有声化,［hata］
35.858,136.096,福井県武生市,旗（はた）：タ行子音有声化,［hata］
35.654,136.044,福井県敦賀市,旗（はた）：タ行子音有声化,［hata］
35.565,135.863,福井県三方町,旗（はた）：タ行子音有声化,［hata］
35.447,135.821,福井県小浜市,旗（はた）：タ行子音有声化,［hata］
35.406,135.657,福井県名田庄村,旗（はた）：タ行子音有声化,［hata］
35.858,138.394,山梨県大泉村,旗（はた）：タ行子音有声化,［hata］
35.713,138.669,山梨県山梨市,旗（はた）：タ行子音有声化,［hata］
35.689,138.486,山梨県双葉町,旗（はた）：タ行子音有声化,［hata］
35.671,138.572,山梨県甲府市,旗（はた）：タ行子音有声化,［hata］
35.610,138.905,山梨県大月市,旗（はた）：タ行子音有声化,［hata］
35.576,138.302,山梨県早川町,旗（はた）：タ行子音有声化,［hata］
35.554,138.910,山梨県都留市,旗（はた）：タ行子音有声化,［hata］
35.494,138.801,山梨県富士吉田市,旗（はた）：タ行子音有声化,［hata］
36.829,138.624,長野県栄村,旗（はた）：タ行子音有声化,［hata］
36.795,137.912,長野県小谷村,旗（はた）：タ行子音有声化,［hata］
36.741,138.378,長野県中野市,旗（はた）：タ行子音有声化,［hata］
36.645,138.186,長野県長野市,旗（はた）：タ行子音有声化,［hata］
36.614,137.989,長野県小川村,旗（はた）：タ行子音有声化,［hata］
36.507,137.857,長野県大町市,旗（はた）：タ行子音有声化,［hata］
36.440,138.194,長野県坂城町,旗（はた）：タ行子音有声化,［hata］
36.398,138.251,長野県上田市,旗（はた）：タ行子音有声化,［hata］
36.225,137.921,長野県松本市,旗（はた）：タ行子音有声化,［hata］
36.119,138.481,長野県八千穂村,旗（はた）：タ行子音有声化,［hata］
36.049,138.227,長野県茅野市,旗（はた）：タ行子音有声化,［hata］
35.960,137.587,長野県開田村,旗（はた）：タ行子音有声化,［hata］
35.932,137.953,長野県箕輪町,旗（はた）：タ行子音有声化,［hata］
35.848,137.695,長野県木曽福島町,旗（はた）：タ行子音有声化,［hata］
35.563,137.623,長野県南木曽町,旗（はた）：タ行子音有声化,［hata］
35.431,137.867,長野県飯田市,旗（はた）：タ行子音有声化,［hata］
35.271,137.711,長野県売木村,旗（はた）：タ行子音有声化,［hata］
36.396,137.378,岐阜県神岡町,旗（はた）：タ行子音有声化,［hata］
36.163,136.908,岐阜県白川村,旗（はた）：タ行子音有声化,［hata］
36.147,137.257,岐阜県高山市,旗（はた）：タ行子音有声化,［hata］
35.915,137.200,岐阜県萩原町,旗（はた）：タ行子音有声化,［hata］
35.814,136.897,岐阜県大和町,旗（はた）：タ行子音有声化,［hata］
35.610,137.253,岐阜県白川町,旗（はた）：タ行子音有声化,［hata］
35.603,136.410,岐阜県坂内村,旗（はた）：タ行子音有声化,［hata］
35.571,137.456,岐阜県福岡町,旗（はた）：タ行子音有声化,［hata］
35.471,136.777,岐阜県岐阜市,旗（はた）：タ行子音有声化,［hata］
35.469,136.598,岐阜県揖斐川町,旗（はた）：タ行子音有声化,［hata］
35.451,137.056,岐阜県美濃加茂市,旗（はた）：タ行子音有声化,［hata］
35.382,137.265,岐阜県瑞浪市,旗（はた）：タ行子音有声化,［hata］
35.382,137.265,岐阜県瑞浪市,旗（はた）：タ行子音有声化,［sao］
35.368,136.529,岐阜県垂井町,旗（はた）：タ行子音有声化,［hata］
35.304,137.412,岐阜県明智町,旗（はた）：タ行子音有声化,［hata］
35.223,136.670,岐阜県海津町,旗（はた）：タ行子音有声化,［hata］
35.298,138.928,静岡県御殿場市,旗（はた）：タ行子音有声化,［hata］
35.269,138.624,静岡県富士宮市,旗（はた）：タ行子音有声化,［hata］
35.224,138.241,静岡県静岡市(井川),旗（はた）：タ行子音有声化,［hata］
35.156,137.876,静岡県水窪町,旗（はた）：タ行子音有声化,［hata］
35.132,138.774,静岡県沼津市,旗（はた）：タ行子音有声化,［hata］
35.110,138.560,静岡県由比町,旗（はた）：タ行子音有声化,［hata］
35.068,138.106,静岡県中川根町,旗（はた）：タ行子音有声化,［hata］
34.972,137.736,静岡県天竜市,旗（はた）：タ行子音有声化,［hata］
34.972,139.111,静岡県伊東市,旗（はた）：タ行子音有声化,［hata］
34.964,138.428,静岡県静岡市(大谷),旗（はた）：タ行子音有声化,［hata］
34.885,138.947,静岡県天城湯ヶ島町,旗（はた）：タ行子音有声化,［hata］
34.763,137.874,静岡県磐田市,旗（はた）：タ行子音有声化,［hata］
34.756,138.859,静岡県松崎町,旗（はた）：タ行子音有声化,［hata］
34.698,137.631,静岡県雄踏町,旗（はた）：タ行子音有声化,［hata］
35.287,136.921,愛知県小牧市,旗（はた）：タ行子音有声化,［hata］
35.192,136.736,愛知県佐織町,旗（はた）：タ行子音有声化,［hata］
35.179,137.107,愛知県豊田市,旗（はた）：タ行子音有声化,［hata］
35.172,137.353,愛知県足助町,旗（はた）：タ行子音有声化,［hata］
35.120,136.834,愛知県名古屋市,旗（はた）：タ行子音有声化,［hata］
35.112,137.663,愛知県東栄町,旗（はた）：タ行子音有声化,［hata］
35.047,137.457,愛知県作手村,旗（はた）：タ行子音有声化,［hata］
34.966,137.175,愛知県岡崎市,旗（はた）：タ行子音有声化,［hata］
34.893,137.012,愛知県碧南市,旗（はた）：タ行子音有声化,［hata］
34.759,137.401,愛知県豊橋市,旗（はた）：タ行子音有声化,［hata］
34.707,136.940,愛知県南知多町,旗（はた）：タ行子音有声化,［hata］
34.626,137.094,愛知県渥美町,旗（はた）：タ行子音有声化,［hata］
35.130,136.511,三重県北勢町,旗（はた）：タ行子音有声化,［hata］
34.905,136.547,三重県鈴鹿市,旗（はた）：タ行子音有声化,［hata］
34.765,136.129,三重県上野市,旗（はた）：タ行子音有声化,［hata］
34.659,136.363,三重県白山町,旗（はた）：タ行子音有声化,［hata］
34.559,136.528,三重県松阪市,旗（はた）：タ行子音有声化,［hata］
34.442,136.879,三重県鳥羽市,旗（はた）：タ行子音有声化,［hata］
34.380,136.369,三重県宮川村,旗（はた）：タ行子音有声化,［hata］
34.364,136.710,三重県南勢町,旗（はた）：タ行子音有声化,［hata］
34.200,136.336,三重県紀伊長島町,旗（はた）：タ行子音有声化,［hata］
34.073,136.199,三重県尾鷲市,旗（はた）：タ行子音有声化,［hata］
33.943,136.097,三重県熊野市,旗（はた）：タ行子音有声化,［hata］
35.531,136.187,滋賀県余呉町,旗（はた）：タ行子音有声化,［hata］
35.432,136.022,滋賀県今津町,旗（はた）：タ行子音有声化,［hata］
35.386,136.266,滋賀県長浜市,旗（はた）：タ行子音有声化,［hata］
35.251,136.266,滋賀県彦根市,旗（はた）：タ行子音有声化,［hata］
35.136,136.092,滋賀県近江八幡市,旗（はた）：タ行子音有声化,［hata］
35.065,135.873,滋賀県大津市,旗（はた）：タ行子音有声化,［hata］
34.877,136.054,滋賀県信楽町,旗（はた）：タ行子音有声化,［hata］
35.645,134.901,京都府久美浜町,旗（はた）：タ行子音有声化,［hata］
35.625,135.071,京都府峰山町,旗（はた）：タ行子音有声化,［hata］
35.531,135.080,京都府野田川町,旗（はた）：タ行子音有声化,［hata］
35.527,135.192,京都府宮津市,旗（はた）：タ行子音有声化,［hata］
35.527,135.418,京都府舞鶴市,旗（はた）：タ行子音有声化,［hata］
35.307,135.721,京都府美山町,旗（はた）：タ行子音有声化,［hata］
35.291,135.127,京都府福知山市,旗（はた）：タ行子音有声化,［hata］
35.178,135.399,京都府丹波町,旗（はた）：タ行子音有声化,［hata］
35.011,135.579,京都府亀岡市,旗（はた）：タ行子音有声化,［hata］
35.010,135.755,京都府京都市,旗（はた）：タ行子音有声化,［hata］
34.798,135.812,京都府井手町,旗（はた）：タ行子音有声化,［hata］
34.989,135.478,大阪府能勢町,旗（はた）：タ行子音有声化,［hata］
34.807,135.565,大阪府茨木市,旗（はた）：タ行子音有声化,［hata］
34.792,135.732,大阪府枚方市,旗（はた）：タ行子音有声化,［hata］
34.698,135.515,大阪府大阪市,旗（はた）：タ行子音有声化,［hata］
34.677,135.601,大阪府東大阪市,旗（はた）：タ行子音有声化,［hata］
34.518,135.464,大阪府堺市,旗（はた）：タ行子音有声化,［hata］
34.480,135.604,大阪府富田林市,旗（はた）：タ行子音有声化,［hata］
34.460,135.367,大阪府岸和田市,旗（はた）：タ行子音有声化,［hata］
34.394,135.467,大阪府和泉市,旗（はた）：タ行子音有声化,［hata］
34.362,135.243,大阪府阪南市,旗（はた）：タ行子音有声化,［hata］
35.548,134.825,兵庫県豊岡市,旗（はた）：タ行子音有声化,［hata］
35.523,134.489,兵庫県温泉町,旗（はた）：タ行子音有声化,［hata］
35.283,134.983,兵庫県青垣町,旗（はた）：タ行子音有声化,［hata］
35.249,134.798,兵庫県朝来町,旗（はた）：タ行子音有声化,［hata］
35.202,134.630,兵庫県一宮町(宍粟郡),旗（はた）：タ行子音有声化,［hata］
35.060,135.169,兵庫県丹南町,旗（はた）：タ行子音有声化,［hata］
34.844,134.708,兵庫県姫路市,旗（はた）：タ行子音有声化,［hata］
34.798,135.371,兵庫県宝塚市,旗（はた）：タ行子音有声化,［hata］
34.777,134.433,兵庫県赤穂市,旗（はた）：タ行子音有声化,［hata］
34.740,135.393,兵庫県尼崎市,旗（はた）：タ行子音有声化,［hata］
34.660,135.128,兵庫県神戸市,旗（はた）：タ行子音有声化,［hata］
34.546,134.925,兵庫県北淡町,旗（はた）：タ行子音有声化,［hata］
34.365,134.762,兵庫県五色町,旗（はた）：タ行子音有声化,［hata］
34.287,134.946,兵庫県洲本市,旗（はた）：タ行子音有声化,［hata］
34.681,136.048,奈良県山添村,旗（はた）：タ行子音有声化,［hata］
34.680,135.830,奈良県奈良市,旗（はた）：タ行子音有声化,［hata］
34.511,135.742,奈良県大和高田市,旗（はた）：タ行子音有声化,［hata］
34.484,135.933,奈良県大宇陀町,旗（はた）：タ行子音有声化,［hata］
34.436,135.802,奈良県高取町,旗（はた）：タ行子音有声化,［hata］
34.271,135.882,奈良県天川村,旗（はた）：タ行子音有声化,［hata］
34.110,135.623,奈良県野迫川村,旗（はた）：タ行子音有声化,［hata］
33.955,135.739,奈良県十津川村,旗（はた）：タ行子音有声化,［hata］
34.296,135.487,和歌山県かつらぎ町,旗（はた）：タ行子音有声化,［hata］
34.209,135.225,和歌山県和歌山市,旗（はた）：タ行子音有声化,［hata］
34.083,135.430,和歌山県清水町,旗（はた）：タ行子音有声化,［hata］
33.898,135.531,和歌山県龍神村,旗（はた）：タ行子音有声化,［hata］
33.881,135.158,和歌山県御坊市,旗（はた）：タ行子音有声化,［hata］
33.862,135.754,和歌山県本宮町,旗（はた）：タ行子音有声化,［hata］
33.738,135.367,和歌山県田辺市,旗（はた）：タ行子音有声化,［hata］
33.725,135.998,和歌山県新宮市,旗（はた）：タ行子音有声化,［hata］
33.488,135.763,和歌山県串本町,旗（はた）：タ行子音有声化,［hata］
35.511,133.996,鳥取県青谷町,旗（はた）：タ行子音有声化,［hata］
35.504,133.494,鳥取県名和町,旗（はた）：タ行子音有声化,［hata］
35.501,134.220,鳥取県鳥取市,旗（はた）：タ行子音有声化,［hata］
35.432,133.818,鳥取県倉吉市,旗（はた）：タ行子音有声化,［hata］
35.406,133.408,鳥取県米子市,旗（はた）：タ行子音有声化,［hata］
35.316,133.332,鳥取県西伯町,旗（はた）：タ行子音有声化,［hata］
35.290,134.224,鳥取県智頭町,旗（はた）：タ行子音有声化,［hata］
35.196,133.449,鳥取県日野町,旗（はた）：タ行子音有声化,［hata］
36.293,133.254,島根県五箇村,旗（はた）：タ行子音有声化,［hata］
36.073,133.101,島根県海士町,旗（はた）：タ行子音有声化,［hata］
35.418,132.950,島根県宍道町,旗（はた）：タ行子音有声化,［hata］
35.391,132.689,島根県大社町,旗（はた）：タ行子音有声化,［hata］
35.305,132.901,島根県木次町,旗（はた）：タ行子音有声化,［hata］
35.123,133.015,島根県横田町,旗（はた）：タ行子音有声化,［hata］
35.088,132.775,島根県頓原町,旗（はた）：タ行子音有声化,［hata］
35.034,132.381,島根県温泉津町,旗（はた）：タ行子音有声化,［hata］
34.898,132.077,島根県浜田市,旗（はた）：タ行子音有声化,［hata］
34.885,132.361,島根県石見町,旗（はた）：タ行子音有声化,［hata］
34.742,131.874,島根県益田市,旗（はた）：タ行子音有声化,［hata］
34.387,131.893,島根県六日市町,旗（はた）：タ行子音有声化,［hata］
35.130,134.018,岡山県津山市,旗（はた）：タ行子音有声化,［hata］
35.028,133.711,岡山県落合町,旗（はた）：タ行子音有声化,［hata］
34.983,133.469,岡山県新見市,旗（はた）：タ行子音有声化,［hata］
34.975,134.119,岡山県美作町,旗（はた）：タ行子音有声化,［hata］
34.799,134.154,岡山県和気町,旗（はた）：タ行子音有声化,［hata］
34.792,133.616,岡山県高梁市,旗（はた）：タ行子音有声化,［hata］
34.786,134.019,岡山県山陽町,旗（はた）：タ行子音有声化,［hata］
34.731,134.255,岡山県日生町,旗（はた）：タ行子音有声化,［hata］
34.686,133.768,岡山県総社市,旗（はた）：タ行子音有声化,［hata］
34.684,133.913,岡山県岡山市,旗（はた）：タ行子音有声化,［hata］
34.680,134.094,岡山県邑久町,旗（はた）：タ行子音有声化,［hata］
34.569,133.453,岡山県井原市,旗（はた）：タ行子音有声化,［hata］
34.552,133.729,岡山県倉敷市,旗（はた）：タ行子音有声化,［hata］
34.528,133.897,岡山県玉野市,旗（はた）：タ行子音有声化,［hata］
34.342,133.508,岡山県笠岡市,旗（はた）：タ行子音有声化,ＮＲ
34.813,132.826,広島県三次市,旗（はた）：タ行子音有声化,［hata］
34.779,133.280,広島県油木町,旗（はた）：タ行子音有声化,［hata］
34.732,132.425,広島県大朝町,旗（はた）：タ行子音有声化,［hata］
34.680,132.629,広島県吉田町,旗（はた）：タ行子音有声化,［hata］
34.468,132.893,広島県河内町,旗（はた）：タ行子音有声化,［hatadʑiɾuɕi］
34.463,133.293,広島県福山市,旗（はた）：タ行子音有声化,［hata］
34.452,133.190,広島県尾道市,旗（はた）：タ行子音有声化,［hata］
34.374,132.439,広島県広島市,旗（はた）：タ行子音有声化,［hata］
34.322,133.187,広島県因島市,旗（はた）：タ行子音有声化,［hata］
34.291,132.280,広島県大野町,旗（はた）：タ行子音有声化,［hata］
34.248,132.880,広島県大崎町,旗（はた）：タ行子音有声化,［hata］
34.247,132.573,広島県呉市,旗（はた）：タ行子音有声化,［hata］
34.090,132.474,広島県倉橋町,旗（はた）：タ行子音有声化,［hata］
34.411,131.389,山口県萩市,旗（はた）：タ行子音有声化,［hata］
34.264,131.958,山口県錦町,旗（はた）：タ行子音有声化,［hata］
34.251,131.851,山口県鹿野町,旗（はた）：タ行子音有声化,［hata］
34.178,130.931,山口県豊浦町,旗（はた）：タ行子音有声化,［hata］
34.120,131.386,山口県小郡町,旗（はた）：タ行子音有声化,［hata］
34.024,130.924,山口県下関市,旗（はた）：タ行子音有声化,［hata］
34.002,132.075,山口県柳井市,旗（はた）：タ行子音有声化,［hata］
33.992,131.343,山口県宇部市,旗（はた）：タ行子音有声化,［hata］
33.887,132.331,山口県東和町,旗（はた）：タ行子音有声化,［hata］
34.094,134.578,徳島県徳島市,旗（はた）：タ行子音有声化,［hata］
34.057,134.353,徳島県鴨島町,旗（はた）：タ行子音有声化,［hata］
34.029,133.810,徳島県池田町,旗（はた）：タ行子音有声化,［hata］
34.020,134.358,徳島県神山町,旗（はた）：タ行子音有声化,［hata］
33.892,133.816,徳島県西祖谷山村,旗（はた）：タ行子音有声化,［hata］
33.774,134.196,徳島県木頭村,旗（はた）：タ行子音有声化,［hata］
33.569,134.303,徳島県宍喰町,旗（はた）：タ行子音有声化,［hata］
34.541,134.343,香川県内海町,旗（はた）：タ行子音有声化,［hata］
34.518,134.167,香川県土庄町,旗（はた）：タ行子音有声化,［hata］
34.325,134.049,香川県高松市,旗（はた）：タ行子音有声化,［hata］
34.292,133.786,香川県丸亀市,旗（はた）：タ行子音有声化,［hata］
34.255,134.339,香川県大内町,旗（はた）：タ行子音有声化,［hata］
34.126,133.533,香川県観音寺市,旗（はた）：タ行子音有声化,［hata］
34.250,133.134,愛媛県岩城村,旗（はた）：タ行子音有声化,［hata］
34.017,133.040,愛媛県今治市,旗（はた）：タ行子音有声化,［hata］
34.002,133.581,愛媛県川之江市,旗（はた）：タ行子音有声化,［hata］
33.972,132.595,愛媛県中島町,旗（はた）：タ行子音有声化,［hata］
33.924,133.259,愛媛県新居浜市,旗（はた）：タ行子音有声化,［hata］
33.815,132.732,愛媛県松山市,旗（はた）：タ行子音有声化,［hata］
33.609,132.934,愛媛県美川村,旗（はた）：タ行子音有声化,［hata］
33.573,132.444,愛媛県長浜町,旗（はた）：タ行子音有声化,［hata］
33.557,132.658,愛媛県内子町,旗（はた）：タ行子音有声化,［hata］
33.403,132.137,愛媛県三崎町,旗（はた）：タ行子音有声化,［hata］
33.320,132.520,愛媛県吉田町,旗（はた）：タ行子音有声化,［hata］
33.726,133.307,高知県本川村,旗（はた）：タ行子音有声化,［hata］
33.661,133.840,高知県物部村,旗（はた）：タ行子音有声化,［hata］
33.548,134.298,高知県東洋町,旗（はた）：タ行子音有声化,［hata］
33.544,133.508,高知県高知市,旗（はた）：タ行子音有声化,［hata］
33.454,133.029,高知県東津野村,旗（はた）：タ行子音有声化,［hata］
33.437,134.027,高知県奈半利町,旗（はた）：タ行子音有声化,［hata］
33.368,133.253,高知県須崎市,旗（はた）：タ行子音有声化,［hata］
33.233,132.849,高知県十和村,旗（はた）：タ行子音有声化,［hata］
32.984,132.937,高知県中村市,旗（はた）：タ行子音有声化,［hata］
32.780,132.731,高知県大月町,旗（はた）：タ行子音有声化,［hata］
33.805,130.544,福岡県宗像市,旗（はた）：タ行子音有声化,［hata］
33.792,130.873,福岡県北九州市,旗（はた）：タ行子音有声化,［hata］
33.656,130.679,福岡県飯塚市,旗（はた）：タ行子音有声化,［hata］
33.602,130.416,福岡県福岡市,旗（はた）：タ行子音有声化,［hata］
33.599,131.070,福岡県豊前市,旗（はた）：タ行子音有声化,［hata］
33.560,130.210,福岡県前原市,旗（はた）：タ行子音有声化,［hata］
33.468,130.423,福岡県那珂川町,旗（はた）：タ行子音有声化,［hata］
33.424,130.656,福岡県甘木市,旗（はた）：タ行子音有声化,［hata］
33.182,130.613,福岡県立花町,旗（はた）：タ行子音有声化,［hata］
33.162,130.407,福岡県柳川市,旗（はた）：タ行子音有声化,［hata］
33.532,129.875,佐賀県鎮西町,旗（はた）：タ行子音有声化,［hata］
33.380,130.501,佐賀県鳥栖市,旗（はた）：タ行子音有声化,［hata］
33.266,130.303,佐賀県佐賀市,旗（はた）：タ行子音有声化,［hata］
33.198,130.024,佐賀県武雄市,旗（はた）：タ行子音有声化,［hata］
33.189,130.329,佐賀県川副町,旗（はた）：タ行子音有声化,［hata］
34.478,129.329,長崎県峰町,旗（はた）：タ行子音有声化,［hata］
34.213,129.290,長崎県厳原町,旗（はた）：タ行子音有声化,［hata］
33.744,129.757,長崎県石田町,旗（はた）：タ行子音有声化,［hata］
33.187,129.724,長崎県佐世保市,旗（はた）：タ行子音有声化,［hata］
33.000,129.654,長崎県西海町,旗（はた）：タ行子音有声化,［hata］
32.980,129.114,長崎県有川町,旗（はた）：タ行子音有声化,［hata］
32.859,130.246,長崎県瑞穂町,旗（はた）：タ行子音有声化,［hata］
32.796,130.085,長崎県諫早市,旗（はた）：タ行子音有声化,［hata］
32.758,129.883,長崎県長崎市,旗（はた）：タ行子音有声化,［hata］
32.688,128.841,長崎県福江市,旗（はた）：タ行子音有声化,［hata］
32.638,129.837,長崎県三和町,旗（はた）：タ行子音有声化,［hata］
32.638,130.255,長崎県南有馬町,旗（はた）：タ行子音有声化,［hata］
33.112,131.089,熊本県小国町,旗（はた）：タ行子音有声化,［hata］
33.029,130.545,熊本県南関町,旗（はた）：タ行子音有声化,［hata］
32.983,130.727,熊本県鹿本町,旗（はた）：タ行子音有声化,［hata］
32.839,131.008,熊本県久木野村,旗（はた）：タ行子音有声化,［hata］
32.779,130.714,熊本県熊本市,旗（はた）：タ行子音有声化,［hata］
32.682,131.155,熊本県蘇陽町,旗（はた）：タ行子音有声化,［hata］
32.613,130.431,熊本県大矢野町,旗（はた）：タ行子音有声化,［hata］
32.549,130.594,熊本県八代市,旗（はた）：タ行子音有声化,［hata］
32.401,130.824,熊本県五木村,旗（はた）：タ行子音有声化,［hata］
32.235,130.419,熊本県水俣市,旗（はた）：タ行子音有声化,［hata］
32.200,130.762,熊本県人吉市,旗（はた）：タ行子音有声化,［hata］
32.188,130.024,熊本県牛深市,旗（はた）：タ行子音有声化,［hata］
33.605,131.198,大分県中津市,旗（はた）：タ行子音有声化,［hata］
33.605,131.198,大分県中津市,旗（はた）：タ行子音有声化,［tebata］
33.532,131.479,大分県豊後高田市,旗（はた）：タ行子音有声化,［hata］
33.466,131.713,大分県安岐町,旗（はた）：タ行子音有声化,［hata］
33.443,131.506,大分県山香町,旗（はた）：タ行子音有声化,［hata］
33.300,130.952,大分県日田市,旗（はた）：タ行子音有声化,［hata］
33.299,131.174,大分県玖珠町,旗（はた）：タ行子音有声化,［hata］
33.163,131.671,大分県大分市,旗（はた）：タ行子音有声化,［hata］
32.991,131.560,大分県三重町,旗（はた）：タ行子音有声化,［hata］
32.991,131.560,大分県三重町,旗（はた）：タ行子音有声化,［tebata］
32.962,131.912,大分県佐伯市,旗（はた）：タ行子音有声化,［hata］
32.959,131.397,大分県竹田市,旗（はた）：タ行子音有声化,［hata］
32.798,131.928,大分県蒲江町,旗（はた）：タ行子音有声化,［hata］
32.711,131.278,宮崎県高千穂町,旗（はた）：タ行子音有声化,［hata］
32.709,131.820,宮崎県北浦町,旗（はた）：タ行子音有声化,［hata］
32.566,131.566,宮崎県延岡市,旗（はた）：タ行子音有声化,［hata］
32.491,131.125,宮崎県椎葉村,旗（はた）：タ行子音有声化,［nobori］
32.334,131.605,宮崎県日向市,旗（はた）：タ行子音有声化,［hata］
32.231,131.152,宮崎県西米良村,旗（はた）：タ行子音有声化,［hata］
32.034,130.870,宮崎県えびの市,旗（はた）：タ行子音有声化,［hata］
32.033,131.474,宮崎県佐土原町,旗（はた）：タ行子音有声化,［hata］
31.962,131.172,宮崎県野尻町,旗（はた）：タ行子音有声化,［hata］
31.815,131.385,宮崎県宮崎市,旗（はた）：タ行子音有声化,［hata］
31.721,131.068,宮崎県都城市,旗（はた）：タ行子音有声化,［hata］
31.633,131.358,宮崎県日南市,旗（はた）：タ行子音有声化,［hata］
31.395,131.306,宮崎県串間市,旗（はた）：タ行子音有声化,［hata］
32.118,130.130,鹿児島県長島町,旗（はた）：タ行子音有声化,［hata］
32.104,130.574,鹿児島県大口市,旗（はた）：タ行子音有声化,［hata］
31.837,129.923,鹿児島県里村,旗（はた）：タ行子音有声化,［hata］
31.816,130.440,鹿児島県入来町,旗（はた）：タ行子音有声化,［hata］
31.679,130.815,鹿児島県福山町,旗（はた）：タ行子音有声化,［hata］
31.607,130.426,鹿児島県伊集院町,旗（はた）：タ行子音有声化,［hata］
31.498,130.946,鹿児島県大崎町,旗（はた）：タ行子音有声化,［hata］
31.300,130.461,鹿児島県頴娃町,旗（はた）：タ行子音有声化,［hada］
31.293,130.283,鹿児島県坊津町,旗（はた）：タ行子音有声化,［hata］
31.219,130.765,鹿児島県根占町,旗（はた）：タ行子音有声化,［hata］
30.411,130.901,鹿児島県南種子町,旗（はた）：タ行子音有声化,［hata］
30.235,130.505,鹿児島県屋久町,旗（はた）：タ行子音有声化,［hata］
28.394,129.583,鹿児島県龍郷町,旗（はた）：タ行子音有声化,［hatʔa］
28.358,129.396,鹿児島県大和村,旗（はた）：タ行子音有声化,［hatʔa］
28.321,129.938,鹿児島県喜界町,旗（はた）：タ行子音有声化,［hatʔa］
27.828,128.886,鹿児島県天城町,旗（はた）：タ行子音有声化,［hata］
27.429,128.690,鹿児島県和泊町,旗（はた）：タ行子音有声化,［ɸataː］
27.370,128.532,鹿児島県知名町,旗（はた）：タ行子音有声化,［hata］
27.030,128.454,鹿児島県与論町,旗（はた）：タ行子音有声化,［pata］
26.745,128.315,沖縄県国頭村,旗（はた）：タ行子音有声化,［hata］
26.685,127.965,沖縄県今帰仁村,旗（はた）：タ行子音有声化,［pʻatʼaː］
26.538,127.950,沖縄県名護市,旗（はた）：タ行子音有声化,［pḁta］
26.507,127.875,沖縄県恩納村(瀬良垣),旗（はた）：タ行子音有声化,［hata］
26.498,127.853,沖縄県恩納村(恩納),旗（はた）：タ行子音有声化,［pʻatʼa］
26.421,127.738,沖縄県読谷村,旗（はた）：タ行子音有声化,［hata］
26.369,127.146,沖縄県渡名喜村,旗（はた）：タ行子音有声化,［hata］
26.351,126.810,沖縄県仲里村,旗（はた）：タ行子音有声化,［hata］
26.326,127.954,沖縄県勝連町(勝連浜),旗（はた）：タ行子音有声化,［hata］
26.282,127.751,沖縄県宜野湾市,旗（はた）：タ行子音有声化,［hata］
26.248,127.939,沖縄県勝連町(津堅),旗（はた）：タ行子音有声化,［pata］
26.220,127.715,沖縄県那覇市(首里),旗（はた）：タ行子音有声化,［hata］
26.215,127.671,沖縄県那覇市(西),旗（はた）：タ行子音有声化,［hata］
26.141,127.680,沖縄県糸満市,旗（はた）：タ行子音有声化,［hata］
26.132,127.773,沖縄県玉城村,旗（はた）：タ行子音有声化,［hata］
24.827,125.169,沖縄県伊良部町,旗（はた）：タ行子音有声化,［ph^ata］
24.794,125.293,沖縄県平良市,旗（はた）：タ行子音有声化,［pata］
24.751,125.327,沖縄県上野村,旗（はた）：タ行子音有声化,［pata］
24.667,124.702,沖縄県多良間村,旗（はた）：タ行子音有声化,［pata］
24.471,123.003,沖縄県与那国町,旗（はた）：タ行子音有声化,［hata］
24.353,124.224,沖縄県石垣市(宮良),旗（はた）：タ行子音有声化,［hh^ata］
24.353,124.224,沖縄県石垣市(宮良),旗（はた）：タ行子音有声化,［ph^ata］
24.353,124.242,沖縄県石垣市(白保),旗（はた）：タ行子音有声化,［pḁta］
24.345,124.159,沖縄県石垣市(石垣),旗（はた）：タ行子音有声化,［pata］
24.329,124.087,沖縄県竹富町(竹富島),旗（はた）：タ行子音有声化,［hətə］
24.062,123.768,沖縄県竹富町(波照間),旗（はた）：タ行子音有声化,［pḁta］
25.829,131.234,沖縄県南大東村,旗（はた）：タ行子音有声化,［hata］
45.400,141.681,北海道稚内市,座布団：ザ・ダ交替,［dzabɯtoɴ］
